City,Price,Area,Numbers of Bedroom,Numbers of Bathroom,Type
New Cairo,"3,300,000", 169 m2,3,2,apartment
New Cairo,"3,100,000", 167 m2,3,2,apartment
New Cairo,"4,500,000", 173 m2,3,3,apartment
New Cairo,"4,100,000", 171 m2,3,3,apartment
New Cairo,"3,200,000", 167 m2,3,2,apartment
New Cairo,"2,890,000", 151 m2,3,2,apartment
New Cairo,"1,890,000", 139 m2,2,2,apartment
New Cairo,"3,100,000", 166 m2,3,2,apartment
New Cairo,"2,880,000", 163 m2,3,2,apartment
New Cairo,"3,300,000", 170 m2,3,2,apartment
New Cairo,"2,900,000", 159 m2,3,2,apartment
New Cairo,"3,100,000", 160 m2,3,2,apartment
New Cairo,"2,500,000", 150 m2,3,2,apartment
New Cairo,"2,300,000", 145 m2,3,2,apartment
New Cairo,"2,120,000", 142 m2,3,2,apartment
New Cairo,"2,000,000", 140 m2,3,2,apartment
New Cairo,"3,100,000", 135 m2,2,2,apartment
New Cairo,"3,000,000", 130 m2,2,2,apartment
New Cairo,"2,320,000", 129 m2,2,2,apartment
New Cairo,"2,200,000", 128 m2,2,2,apartment
New Cairo,"2,100,000", 125 m2,2,2,apartment
New Cairo,"3,000,000", 160 m2,3,2,apartment
New Cairo,"2,900,000", 159 m2,3,2,apartment
New Cairo,"2,800,000", 157 m2,3,2,apartment
New Cairo,"2,700,000", 152 m2,3,2,apartment
New Cairo,"2,600,000", 150 m2,3,2,apartment
New Cairo,"4,000,000", 205 m2,3,3,duplex
New Cairo,"3,500,000", 200 m2,3,3,duplex
New Cairo,"5,000,000", 200 m2,3,2,town-house
New Cairo,"7,000,000", 275 m2,3,3,villa
New Cairo,"10,000,000", 350 m2,1,1,villa
Mostakbal City,"4,360,000", 215 m2,3,2,apartment
Mostakbal City,"4,500,000", 210 m2,3,2,apartment
Mostakbal City,"4,300,000", 208 m2,3,2,apartment
Mostakbal City,"4,220,000", 205 m2,3,2,apartment
Mostakbal City,"4,100,000", 201 m2,3,2,apartment
Mostakbal City,"4,000,000", 200 m2,3,2,apartment
Mostakbal City,"3,920,000", 195 m2,3,2,apartment
Mostakbal City,"3,900,000", 190 m2,3,2,apartment
Mostakbal City,"3,830,000", 188 m2,3,2,apartment
Mostakbal City,"3,790,000", 186 m2,3,2,apartment
Mostakbal City,"3,800,000", 185 m2,3,2,apartment
Mostakbal City,"3,400,000", 183 m2,3,2,apartment
Mostakbal City,"3,560,000", 179 m2,3,2,apartment
Mostakbal City,"3,250,000", 177 m2,3,2,apartment
Mostakbal City,"3,150,000", 174 m2,3,2,apartment
Mostakbal City,"2,940,000", 173 m2,3,2,apartment
Mostakbal City,"2,900,000", 170 m2,3,2,apartment
Mostakbal City,"2,800,000", 169 m2,3,2,apartment
Mostakbal City,"2,760,000", 167 m2,3,2,apartment
Mostakbal City,"2,750,000", 166 m2,3,2,apartment
New Cairo,"5,200,000", 224 m2,3,3,apartment
New Cairo,"5,100,000", 223 m2,3,3,apartment
New Cairo,"7,500,000", 300 m2,4,4,apartment
New Cairo,"3,600,000", 152 m2,2,2,apartment
New Cairo,"6,250,000", 236 m2,4,3,apartment
New Cairo,"6,820,000", 220 m2,3,3,apartment
New Cairo,"4,800,000", 214 m2,3,3,apartment
New Cairo,"5,430,000", 239 m2,3,3,apartment
New Cairo,"4,200,000", 179 m2,3,2,apartment
New Cairo,"3,300,000", 161 m2,3,2,apartment
New Cairo,"6,500,000", 240 m2,4,4,apartment
New Cairo,"3,470,000", 160 m2,2,2,apartment
New Cairo,"3,950,000", 190 m2,3,3,apartment
New Cairo,"3,200,000", 135 m2,2,2,apartment
New Cairo,"2,400,000", 104 m2,1,1,apartment
New Cairo,"4,025,000", 170 m2,2,2,apartment
New Cairo,"2,880,000", 162 m2,3,2,apartment
Shorouk City,"5,600,000", 256 m2,4,3,duplex
Shorouk City,"6,100,000", 259 m2,4,4,duplex
New Cairo,"3,600,000", 129 m2,2,2,apartment
New Cairo,"3,450,000", 134 m2,2,2,apartment
New Cairo,"10,000,000", 392 m2,4,4,apartment
New Cairo,"3,800,000", 140 m2,2,2,apartment
New Cairo,"4,860,000", 238 m2,3,3,apartment
New Cairo,"10,000,000", 440 m2,5,4,apartment
New Cairo,"4,000,000", 179 m2,3,2,apartment
New Cairo,"6,200,000", 245 m2,3,3,apartment
New Cairo,"4,860,000", 239 m2,3,3,apartment
Shorouk City,"6,000,000", 259 m2,4,3,duplex
Shorouk City,"5,780,000", 257 m2,4,3,duplex
Shorouk City,"5,233,000", 228 m2,4,2,apartment
Shorouk City,"5,000,000", 225 m2,4,2,apartment
Shorouk City,"4,965,000", 223 m2,4,2,apartment
Shorouk City,"4,700,000", 218 m2,3,2,apartment
Shorouk City,"4,650,000", 212 m2,3,2,apartment
Shorouk City,"4,500,000", 200 m2,3,2,apartment
Shorouk City,"4,000,000", 190 m2,3,2,apartment
Shorouk City,"3,100,000", 173 m2,2,2,apartment
Shorouk City,"3,000,000", 170 m2,2,2,apartment
Shorouk City,"2,920,000", 165 m2,2,2,apartment
Shorouk City,"2,830,000", 160 m2,2,2,apartment
New Cairo,"6,400,000", 200 m2,3,3,villa
New Cairo,"7,000,000", 259 m2,4,3,villa
New Cairo,"6,900,000", 251 m2,4,3,villa
New Cairo,"6,670,000", 240 m2,4,3,villa
New Cairo,"6,300,000", 190 m2,3,3,villa
New Cairo,"4,000,000", 120 m2,2,2,twin-house
New Cairo,"4,120,000", 129 m2,3,2,twin-house
New Administrative Capital,"4,400,000", 350 m2,3,3,duplex
New Administrative Capital,"4,200,000", 345 m2,3,3,duplex
New Administrative Capital,"4,000,000", 340 m2,3,3,duplex
New Cairo,"5,220,000", 153 m2,4,2,twin-house
New Administrative Capital,"3,900,000", 320 m2,3,3,duplex
New Administrative Capital,"3,560,000", 295 m2,3,2,duplex
New Administrative Capital,"3,500,000", 291 m2,3,2,duplex
New Administrative Capital,"3,410,000", 290 m2,3,2,duplex
New Administrative Capital,"3,350,000", 285 m2,3,2,duplex
New Administrative Capital,"3,200,000", 280 m2,3,2,duplex
New Administrative Capital,"1,340,000", 130 m2,2,2,apartment
New Administrative Capital,"1,321,000", 124 m2,2,2,apartment
New Administrative Capital,"1,310,000", 120 m2,2,2,apartment
New Administrative Capital,"1,300,000", 90 m2,2,1,apartment
New Administrative Capital,"1,250,000", 85 m2,1,1,apartment
New Administrative Capital,"1,200,000", 83 m2,2,1,apartment
New Administrative Capital,"1,195,000", 82 m2,2,1,apartment
New Cairo,"5,000,000", 140 m2,3,2,twin-house
New Administrative Capital,"1,190,000", 80 m2,1,1,apartment
New Administrative Capital,"1,185,000", 79 m2,1,1,apartment
New Administrative Capital,"1,180,000", 78 m2,1,1,apartment
New Administrative Capital,"1,175,000", 76 m2,1,1,apartment
New Cairo,"4,230,000", 136 m2,3,2,twin-house
New Administrative Capital,"9,000,000", 400 m2,5,3,villa
New Administrative Capital,"8,700,000", 363 m2,4,3,villa
New Administrative Capital,"8,400,000", 360 m2,4,3,villa
New Administrative Capital,"8,200,000", 350 m2,4,3,villa
New Administrative Capital,"8,000,000", 320 m2,4,3,villa
New Administrative Capital,"7,950,000", 300 m2,4,3,villa
New Administrative Capital,"6,800,000", 350 m2,4,3,twin-house
New Administrative Capital,"6,400,000", 310 m2,4,3,twin-house
New Administrative Capital,"6,200,000", 308 m2,4,3,twin-house
New Administrative Capital,"6,000,000", 305 m2,4,3,twin-house
New Administrative Capital,"6,000,000", 300 m2,4,3,twin-house
New Administrative Capital,"5,980,000", 292 m2,3,3,twin-house
New Administrative Capital,"5,950,000", 290 m2,3,3,twin-house
New Administrative Capital,"4,400,000", 302 m2,4,3,town-house
New Administrative Capital,"4,200,000", 300 m2,4,3,town-house
New Administrative Capital,"4,000,000", 290 m2,3,3,town-house
New Administrative Capital,"3,995,000", 283 m2,3,3,town-house
New Administrative Capital,"3,990,000", 280 m2,1,1,town-house
New Administrative Capital,"3,980,000", 275 m2,3,3,town-house
New Administrative Capital,"3,950,000", 270 m2,3,3,town-house
New Cairo,"1,700,000", 66 m2,1,1,apartment
New Cairo,"2,670,000", 100 m2,2,1,apartment
New Cairo,"3,100,000", 112 m2,2,1,apartment
New Cairo,"3,000,000", 110 m2,2,1,apartment
New Cairo,"2,810,000", 109 m2,2,1,apartment
New Cairo,"2,720,000", 103 m2,2,1,apartment
New Cairo,"2,500,000", 90 m2,1,1,apartment
New Cairo,"2,000,000", 80 m2,1,1,apartment
New Cairo,"1,930,000", 75 m2,1,1,apartment
New Cairo,"1,910,000", 70 m2,1,1,apartment
New Administrative Capital,"6,600,000", 455 m2,4,2,villa
New Administrative Capital,"6,200,000", 451 m2,4,2,villa
New Administrative Capital,"6,000,000", 430 m2,5,4,villa
New Administrative Capital,"5,800,000", 420 m2,5,3,villa
New Administrative Capital,"5,300,000", 408 m2,5,3,villa
New Administrative Capital,"5,100,000", 405 m2,5,3,villa
New Administrative Capital,"3,900,000", 400 m2,4,2,villa
New Administrative Capital,"4,800,000", 315 m2,4,2,twin-house
New Administrative Capital,"4,600,000", 312 m2,4,2,twin-house
New Administrative Capital,"4,400,000", 310 m2,4,2,twin-house
New Administrative Capital,"4,100,000", 304 m2,4,2,twin-house
New Administrative Capital,"4,000,000", 302 m2,4,2,twin-house
New Administrative Capital,"3,900,000", 300 m2,4,2,twin-house
New Administrative Capital,"1,900,000", 180 m2,3,2,apartment
New Administrative Capital,"2,000,000", 200 m2,4,2,apartment
New Administrative Capital,"1,815,000", 175 m2,3,2,apartment
New Administrative Capital,"1,810,000", 170 m2,3,2,apartment
New Administrative Capital,"1,800,000", 150 m2,3,2,apartment
New Administrative Capital,"1,740,000", 145 m2,3,2,apartment
Sheikh Zayed,"5,437,000", 197 m2,3,3,town-house
Sheikh Zayed,"5,579,000", 200 m2,4,3,twin-house
Sheikh Zayed,"6,842,000", 221 m2,4,4,villa
Sheikh Zayed,"9,390,000", 287 m2,5,4,villa
Sheikh Zayed,"4,744,000", 196 m2,3,3,town-house
Sheikh Zayed,"5,372,000", 196 m2,3,3,town-house
Sheikh Zayed,"8,136,000", 251 m2,5,5,villa
Sheikh Zayed,"7,173,000", 220 m2,4,5,villa
Sheikh Zayed,"7,247,000", 221 m2,5,4,villa
Sheikh Zayed,"9,390,000", 287 m2,5,4,villa
6th October,"4,000,000", 300 m2,4,2,town-house
6th October,"5,900,000", 380 m2,4,2,town-house
6th October,"5,000,000", 344 m2,4,3,town-house
6th October,"4,520,000", 340 m2,4,2,town-house
6th October,"4,300,000", 320 m2,4,2,town-house
6th October,"8,000,000", 270 m2,3,3,villa
6th October,"5,300,000", 250 m2,3,3,villa
6th October,"5,000,000", 200 m2,3,2,villa
6th October,"4,200,000", 198 m2,3,2,villa
6th October,"6,720,000", 250 m2,3,3,villa
Katameya City,"3,810,000", 330 m2,4,3,twin-house
Katameya City,"3,800,000", 320 m2,4,3,twin-house
Katameya City,"3,780,000", 310 m2,4,3,twin-house
Katameya City,"3,750,000", 300 m2,3,3,twin-house
Katameya City,"2,790,000", 290 m2,3,3,twin-house
Katameya City,"2,740,000", 250 m2,3,2,town-house
6th October,"7,000,000", 261 m2,3,3,villa
Katameya City,"2,720,000", 220 m2,3,2,town-house
Katameya City,"2,710,000", 216 m2,3,2,town-house
Katameya City,"2,600,000", 210 m2,3,2,town-house
Katameya City,"2,500,000", 200 m2,3,2,town-house
Katameya City,"2,500,000", 195 m2,3,2,apartment
Katameya City,"2,430,000", 192 m2,3,2,apartment
Katameya City,"2,400,000", 190 m2,2,2,apartment
Katameya City,"2,200,000", 186 m2,2,2,apartment
Katameya City,"2,000,000", 180 m2,2,2,apartment
Katameya City,"1,989,000", 175 m2,2,2,apartment
Katameya City,"1,980,000", 170 m2,2,2,apartment
Katameya City,"1,950,000", 160 m2,2,2,apartment
Katameya City,"1,900,000", 156 m2,2,2,apartment
Katameya City,"1,875,000", 150 m2,2,2,apartment
6th October,"6,400,000", 220 m2,3,3,villa
New Administrative Capital,"2,450,000", 191 m2,4,3,apartment
New Administrative Capital,"1,450,000", 145 m2,3,3,apartment
New Administrative Capital,"1,370,000", 124 m2,2,2,apartment
New Administrative Capital,"2,588,000", 185 m2,3,3,apartment
New Administrative Capital,"1,570,000", 145 m2,3,2,apartment
New Administrative Capital,"1,362,000", 124 m2,2,2,apartment
New Administrative Capital,"2,688,200", 200 m2,3,3,apartment
New Administrative Capital,"1,700,000", 166 m2,3,2,apartment
New Administrative Capital,"1,587,332", 144 m2,3,3,apartment
New Administrative Capital,"2,375,448", 180 m2,3,3,apartment
New Administrative Capital,"2,375,448", 174 m2,3,3,apartment
New Administrative Capital,"1,301,000", 124 m2,2,2,apartment
New Administrative Capital,"1,485,648", 144 m2,4,2,apartment
New Administrative Capital,"2,720,440", 230 m2,4,2,apartment
New Administrative Capital,"2,090,000", 156 m2,3,3,apartment
New Administrative Capital,"2,500,000", 200 m2,4,3,apartment
New Administrative Capital,"1,998,932", 169 m2,4,2,apartment
New Administrative Capital,"1,540,750", 144 m2,3,2,apartment
New Administrative Capital,"2,400,000", 180 m2,3,2,apartment
New Administrative Capital,"1,945,520", 166 m2,3,2,apartment
New Administrative Capital,"2,803,236", 237 m2,4,3,apartment
New Administrative Capital,"2,460,000", 190 m2,3,3,apartment
6th October,"3,600,000", 195 m2,3,2,villa
New Administrative Capital,"1,453,280", 124 m2,3,2,apartment
New Administrative Capital,"1,635,136", 116 m2,2,2,apartment
New Administrative Capital,"2,405,939", 179 m2,3,2,apartment
New Administrative Capital,"1,490,797", 144 m2,3,3,apartment
New Administrative Capital,"1,811,664", 166 m2,3,3,apartment
New Administrative Capital,"1,388,800", 124 m2,3,2,apartment
New Administrative Capital,"2,985,000", 230 m2,4,3,apartment
New Administrative Capital,"2,473,200", 200 m2,3,2,apartment
6th October,"5,800,000", 280 m2,4,3,twin-house
6th October,"7,500,000", 278 m2,4,3,town-house
6th October,"7,100,000", 260 m2,4,3,town-house
6th October,"5,500,000", 240 m2,4,4,town-house
6th October,"5,800,000", 267 m2,4,4,town-house
6th October,"5,800,000", 246 m2,4,4,town-house
6th October,"9,000,000", 288 m2,4,3,villa
6th October,"9,000,000", 380 m2,4,4,villa
6th October,"9,000,000", 385 m2,4,4,villa
6th October,"5,690,000", 240 m2,5,4,villa
6th October,"8,700,000", 288 m2,4,4,villa
6th October,"5,800,000", 246 m2,4,4,villa
6th October,"5,000,000", 205 m2,3,2,villa
6th October,"1,750,000", 130 m2,2,2,apartment
6th October,"3,600,000", 160 m2,2,2,apartment
6th October,"3,200,000", 156 m2,2,2,apartment
6th October,"2,300,000", 150 m2,2,2,apartment
6th October,"2,000,000", 142 m2,2,2,apartment
New Cairo,"5,500,000", 145 m2,3,3,pent-house
New Cairo,"7,000,000", 160 m2,3,3,pent-house
New Cairo,"6,200,000", 150 m2,3,3,pent-house
New Cairo,"5,870,000", 148 m2,3,3,pent-house
New Cairo,"11,000,000", 430 m2,5,4,villa
New Cairo,"9,800,000", 325 m2,4,3,villa
New Cairo,"10,600,000", 402 m2,5,3,villa
New Cairo,"10,000,000", 400 m2,5,3,villa
New Cairo,"9,000,000", 300 m2,4,3,villa
New Cairo,"5,000,000", 142 m2,3,2,apartment
New Cairo,"4,700,000", 140 m2,3,2,apartment
New Cairo,"4,500,000", 134 m2,3,2,apartment
New Cairo,"3,400,000", 120 m2,3,2,apartment
New Cairo,"4,000,000", 130 m2,3,2,apartment
New Cairo,"3,210,000", 116 m2,2,2,apartment
New Cairo,"2,200,000", 105 m2,2,2,apartment
New Cairo,"2,000,000", 100 m2,2,2,apartment
New Cairo,"1,600,000", 83 m2,2,2,apartment
Sheikh Zayed,"4,400,000", 200 m2,4,3,villa
Sheikh Zayed,"4,500,000", 200 m2,4,3,villa
Sheikh Zayed,"4,200,000", 213 m2,4,3,villa
Sheikh Zayed,"4,400,000", 213 m2,4,3,villa
Sheikh Zayed,"4,100,000", 213 m2,4,3,twin-house
Sheikh Zayed,"5,500,000", 255 m2,4,3,twin-house
Sheikh Zayed,"3,500,000", 223 m2,4,3,twin-house
Sheikh Zayed,"3,900,000", 225 m2,4,3,twin-house
Sheikh Zayed,"3,600,000", 223 m2,4,3,town-house
Sheikh Zayed,"3,500,000", 198 m2,4,3,twin-house
Sheikh Zayed,"4,800,000", 220 m2,4,3,twin-house
Sheikh Zayed,"4,400,000", 220 m2,4,3,twin-house
Sheikh Zayed,"3,750,000", 225 m2,4,3,twin-house
Sheikh Zayed,"4,500,000", 230 m2,4,3,town-house
Sheikh Zayed,"4,400,000", 300 m2,4,3,town-house
Sheikh Zayed,"4,460,000", 222 m2,4,3,town-house
Sheikh Zayed,"4,472,250", 197 m2,4,3,town-house
Sheikh Zayed,"4,100,000", 210 m2,4,3,town-house
New Administrative Capital,"2,600,000", 390 m2,4,4,twin-house
New Administrative Capital,"2,400,000", 350 m2,4,3,twin-house
New Administrative Capital,"2,000,000", 320 m2,4,3,twin-house
New Administrative Capital,"2,100,000", 326 m2,4,3,twin-house
New Administrative Capital,"1,810,000", 300 m2,4,3,pent-house
New Administrative Capital,"1,800,000", 279 m2,4,3,pent-house
New Administrative Capital,"1,600,000", 260 m2,3,3,pent-house
New Administrative Capital,"1,350,000", 235 m2,3,3,pent-house
New Administrative Capital,"1,100,000", 225 m2,3,3,pent-house
New Administrative Capital,"900,000", 220 m2,3,3,duplex
New Administrative Capital,"850,000", 209 m2,3,3,duplex
New Administrative Capital,"830,000", 204 m2,3,3,duplex
New Administrative Capital,"810,000", 200 m2,3,3,duplex
New Administrative Capital,"800,000", 195 m2,3,2,duplex
New Administrative Capital,"680,000", 198 m2,3,2,apartment
New Administrative Capital,"600,000", 190 m2,3,2,apartment
New Administrative Capital,"500,000", 160 m2,2,2,
New Administrative Capital,"495,000", 148 m2,2,2,apartment
New Administrative Capital,"490,000", 140 m2,2,2,apartment
6th October,"5,150,000", 399 m2,3,3,twin-house
6th October,"5,125,000", 399 m2,3,3,twin-house
6th October,"4,500,000", 330 m2,3,3,twin-house
6th October,"4,800,000", 330 m2,3,3,twin-house
6th October,"4,612,000", 330 m2,4,3,twin-house
6th October,"4,300,000", 330 m2,4,4,twin-house
6th October,"5,800,000", 400 m2,4,4,twin-house
6th October,"4,150,000", 400 m2,4,4,twin-house
6th October,"5,125,000", 330 m2,4,4,town-house
6th October,"4,000,000", 314 m2,4,4,town-house
6th October,"4,000,000", 270 m2,4,4,town-house
6th October,"4,500,000", 292 m2,4,4,town-house
6th October,"4,000,000", 283 m2,3,3,town-house
6th October,"4,700,000", 283 m2,3,3,town-house
6th October,"4,168,840", 283 m2,3,3,town-house
6th October,"4,060,000", 283 m2,3,3,town-house
6th October,"4,811,000", 380 m2,4,4,town-house
6th October,"5,300,000", 380 m2,4,4,town-house
6th October,"9,000,000", 528 m2,5,6,villa
6th October,"8,800,000", 653 m2,4,4,villa
6th October,"6,500,000", 517 m2,4,4,villa
6th October,"6,500,000", 545 m2,4,4,villa
Sheikh Zayed,"17,000,000", 1600 m2,7,6,villa
Sheikh Zayed,"11,000,000", 290 m2,4,3,villa
Sheikh Zayed,"10,500,000", 353 m2,3,3,villa
Sheikh Zayed,"13,000,000", 700 m2,5,3,villa
Sheikh Zayed,"9,000,000", 360 m2,5,4,villa
Sheikh Zayed,"10,000,000", 600 m2,5,4,villa
Sheikh Zayed,"15,500,000", 310 m2,5,3,villa
Sheikh Zayed,"18,000,000", 920 m2,6,5,villa
Sheikh Zayed,"15,000,000", 580 m2,6,5,villa
Sheikh Zayed,"25,000,000", 800 m2,5,4,villa
Sheikh Zayed,"14,500,000", 353 m2,4,3,villa
Sheikh Zayed,"28,000,000", 850 m2,5,4,villa
Sheikh Zayed,"18,000,000", 950 m2,6,4,villa
Sheikh Zayed,"13,000,000", 360 m2,4,3,villa
Sheikh Zayed,"10,500,000", 580 m2,5,4,villa
Sheikh Zayed,"18,000,000", 850 m2,5,4,villa
Sheikh Zayed,"18,000,000", 1100 m2,6,5,villa
Sheikh Zayed,"15,000,000", 630 m2,5,4,villa
Sheikh Zayed,"8,750,000", 360 m2,4,3,villa
Sheikh Zayed,"9,500,000", 418 m2,5,4,villa
Sheikh Zayed,"19,000,000", 922 m2,6,5,villa
Sheikh Zayed,"13,000,000", 34 m2,4,3,villa
6th October,"2,500,000", 264 m2,4,3,apartment
6th October,"4,277,700", 194 m2,2,2,apartment
6th October,"4,481,400", 195 m2,2,2,apartment
6th October,"4,481,400", 230 m2,3,2,apartment
6th October,"4,481,400", 196 m2,2,2,apartment
6th October,"5,554,500", 231 m2,3,2,apartment
6th October,"5,361,300", 222 m2,3,2,apartment
6th October,"5,477,850", 223 m2,3,2,apartment
6th October,"5,313,000", 230 m2,3,2,apartment
6th October,"4,685,100", 194 m2,2,2,twin-house
6th October,"5,477,850", 222 m2,3,2,apartment
6th October,"4,786,950", 222 m2,3,2,apartment
6th October,"4,990,650", 193 m2,2,2,apartment
6th October,"4,481,400", 192 m2,2,2,apartment
6th October,"1,980,000", 110 m2,2,2,apartment
6th October,"3,060,000", 170 m2,2,2,apartment
6th October,"2,574,000", 143 m2,2,2,apartment
6th October,"2,574,000", 198 m2,2,2,apartment
New Administrative Capital,"4,749,000", 382 m2,4,3,villa
New Administrative Capital,"3,465,000", 330 m2,5,3,duplex
6th October,"2,160,000", 120 m2,2,2,apartment
New Administrative Capital,"3,085,000", 233 m2,4,3,duplex
New Administrative Capital,"3,604,500", 274 m2,5,3,duplex
New Administrative Capital,"2,068,500", 197 m2,3,2,apartment
6th October,"2,340,000", 130 m2,2,2,apartment
New Administrative Capital,"1,699,000", 116 m2,2,1,apartment
6th October,"2,430,000", 135 m2,2,2,apartment
New Administrative Capital,"850,000", 80 m2,1,1,apartment
New Administrative Capital,"1,560,000", 155 m2,3,2,apartment
New Administrative Capital,"1,900,000", 150 m2,3,2,apartment
6th October,"2,826,000", 157 m2,2,2,apartment
New Administrative Capital,"2,003,250", 171 m2,3,3,apartment
6th October,"3,150,000", 175 m2,2,2,apartment
New Administrative Capital,"1,425,000", 120 m2,2,2,apartment
New Administrative Capital,"1,267,500", 111 m2,2,1,apartment
6th October,"4,416,000", 184 m2,3,2,apartment
New Administrative Capital,"3,750,000", 275 m2,5,5,villa
New Administrative Capital,"1,690,000", 145 m2,3,3,apartment
New Administrative Capital,"1,260,000", 120 m2,2,2,apartment
New Administrative Capital,"2,259,000", 197 m2,3,2,apartment
New Administrative Capital,"1,395,000", 155 m2,3,2,apartment
New Administrative Capital,"1,875,000", 180 m2,3,3,apartment
New Administrative Capital,"1,955,000", 179 m2,3,3,apartment
New Administrative Capital,"955,000", 70 m2,2,1,apartment
New Administrative Capital,"1,857,000", 151 m2,3,2,apartment
New Administrative Capital,"2,695,000", 276 m2,4,3,duplex
New Administrative Capital,"2,875,000", 230 m2,3,3,apartment
New Cairo,"4,500,000", 261 m2,4,4,twin-house
New Cairo,"2,380,000", 185 m2,3,3,apartment
New Cairo,"1,085,000", 131 m2,2,2,apartment
New Cairo,"2,250,000", 220 m2,4,3,pent-house
New Cairo,"1,650,000", 163 m2,3,3,apartment
New Cairo,"1,650,000", 173 m2,3,3,apartment
New Cairo,"1,550,000", 162 m2,3,3,apartment
New Cairo,"2,050,000", 210 m2,3,3,apartment
New Cairo,"2,100,000", 175 m2,3,3,apartment
New Cairo,"1,500,000", 165 m2,3,3,apartment
New Cairo,"4,800,000", 270 m2,4,5,twin-house
New Cairo,"2,200,000", 180 m2,3,2,apartment
New Cairo,"4,350,000", 262 m2,4,5,town-house
New Cairo,"3,650,000", 265 m2,4,5,town-house
New Cairo,"3,900,000", 267 m2,4,4,town-house
New Cairo,"2,300,000", 220 m2,3,3,pent-house
New Cairo,"2,250,000", 168 m2,3,3,apartment
New Cairo,"1,500,000", 139 m2,2,2,apartment
New Cairo,"6,600,000", 240 m2,4,3,town-house
New Cairo,"5,600,000", 220 m2,4,3,town-house
Sheikh Zayed,"6,000,000", 216 m2,4,4,villa
Sheikh Zayed,"10,500,000", 500 m2,4,4,villa
Sheikh Zayed,"7,000,000", 395 m2,4,4,villa
Al Ain Al Sokhna,"4,700,000", 200 m2,4,3,duplex
Sheikh Zayed,"9,900,000", 400 m2,4,4,villa
Al Ain Al Sokhna,"7,500,000", 550 m2,4,3,villa
Al Ain Al Sokhna,"2,190,000", 150 m2,3,2,chalet
Sheikh Zayed,"9,623,000", 318 m2,4,4,villa
Al Ain Al Sokhna,"1,420,000", 115 m2,2,2,chalet
Al Ain Al Sokhna,"1,950,000", 110 m2,3,2,chalet
Sheikh Zayed,"6,000,000", 312 m2,4,4,villa
Al Ain Al Sokhna,"2,350,000", 150 m2,3,2,chalet
Sheikh Zayed,"6,270,000", 230 m2,4,3,duplex
Al Ain Al Sokhna,"2,500,000", 145 m2,3,2,chalet
Al Ain Al Sokhna,"1,900,000", 90 m2,1,1,chalet
